,taxpayer_id,states,FiledLate,MaritalStatus,EmploymentStatus,EducationLevel,Age_mean,income,median_monthly_income,cleaned_tax,statemode,CreditScore_constant,CreditScore_missing,LoanAmount_end_of_tail
4204,4205,BR,1,Divorced,Retired,High School,48.78677777777778,86468.67649830639,7205.723041525533,15940.602949491917,BR,814.0,0,190477.9877993592
4205,4206,PB,1,Married,Employed,Bachelor,33.0,44649.642704761805,3720.80355873015,4929.928540952362,PB,780.0,0,442695.1039730998
4206,4207,AR,1,Married,Employed,Bachelor,51.0,60904.91204367674,5075.409336973062,7983.148454689412,AR,771.0,0,227932.04529314415
4207,4208,SK,0,Widowed,Self-Employed,High School,19.0,53793.66978610471,4482.805815508726,6758.733957220941,SK,490.0,0,224429.27840638132
4208,4209,UP,0,Divorced,Employed,Bachelor,52.0,62454.5755453165,5204.547962109708,8736.372663594952,UP,342.0,0,442695.1039730998
4209,4210,MH,0,Married,Self-Employed,Bachelor,57.0,60104.40214408969,5008.700178674141,8031.320643226907,MH,536.0,0,442695.1039730998
4210,4211,NL,1,Widowed,Unemployed,High School,73.0,107469.56758438576,8955.797298698813,22240.870275315727,NL,-1.0,1,383380.7598771852
4211,4212,WB,0,Divorced,Employed,Master,45.0,86812.39425925643,7234.3661882713695,16043.718277776929,WB,525.0,0,221843.1765230261
4212,4213,HR,0,Widowed,Unemployed,PhD,48.78677777777778,31543.16062852983,2628.5967190441525,7983.148454689412,HR,733.0,0,263718.962624106
4213,4214,PB,0,Single,Unemployed,Bachelor,56.0,43797.57426649485,3649.797855541237,7983.148454689412,PB,753.0,0,245344.5763300814
4214,4215,AP,1,Married,Retired,Bachelor,23.0,45998.56935224495,5004.438100873866,5199.71387044899,AP,-1.0,1,237975.09570888628
4215,4216,ML,1,Widowed,Employed,High School,26.0,59935.80079297256,3148.586773808298,7983.148454689412,ML,726.0,0,442695.1039730998
4216,4217,GJ,1,Divorced,Retired,High School,48.78677777777778,35369.466345795576,2947.455528816298,3073.893269159116,GJ,700.0,0,378933.70830594574
4217,4218,GA,0,Divorced,Unemployed,High School,77.0,56789.40435549392,4732.450362957827,7357.880871098784,GA,372.0,0,244689.12799018907
4218,4219,WB,0,Divorced,Retired,High School,48.78677777777778,46685.623847790455,5004.438100873866,7983.148454689412,WB,-1.0,1,209650.73586556877
4219,4220,SK,1,Divorced,Employed,High School,25.0,43965.71400361264,3663.809500301053,4793.142800722528,SK,720.0,0,281384.6841231727
4220,4221,UK,0,Married,Retired,Master,72.0,96368.53158767034,8030.710965639195,18910.559476301103,UK,735.0,0,181977.9637257885
4221,4222,OR,0,Single,Self-Employed,Master,40.0,47924.20282632575,3993.683568860479,5584.840565265151,OR,581.0,0,103704.75183635556
4222,4223,JH,1,Married,Retired,Bachelor,20.0,52022.98089936238,4335.248408280198,6404.596179872477,JH,708.0,0,252245.86345821837
4223,4224,TN,1,Married,Unemployed,Bachelor,21.0,73346.21676586708,6112.184730488923,12003.865029760123,TN,619.0,0,127550.35388241951
4224,4225,GA,1,Divorced,Self-Employed,Master,48.78677777777778,51962.48750266056,4330.20729188838,7983.148454689412,GA,714.0,0,137085.15195537044
4225,4226,UP,1,Widowed,Unemployed,Master,48.78677777777778,39017.87681186935,3251.4897343224457,3803.5753623738697,UP,668.0,0,442695.1039730998
4226,4227,JH,1,Single,Retired,High School,64.0,55357.08533066885,4613.090444222404,7071.417066133769,JH,693.0,0,-931.5272403550624
4227,4228,TR,1,Divorced,Self-Employed,Bachelor,55.0,96157.20161212988,8013.100134344155,18847.16048363896,TR,721.0,0,94377.774043369
4228,4229,OR,1,Married,Unemployed,High School,32.0,51334.042375231365,4277.836864602614,6266.808475046273,OR,795.0,0,208578.2892321105
4229,4230,AS,1,Single,Self-Employed,High School,38.0,59935.80079297256,3632.349896255225,7983.148454689412,AS,-1.0,1,442695.1039730998
4230,4231,PB,1,Married,Retired,High School,52.0,67564.14595528238,5630.345496273532,10269.243786584711,PB,-1.0,1,442695.1039730998
4231,4232,AS,1,Widowed,Retired,Bachelor,48.78677777777778,54493.539222120526,4541.128268510044,6898.707844424105,AS,671.0,0,144560.84414050696
4232,4233,PB,1,Widowed,Unemployed,PhD,70.0,59935.80079297256,5004.438100873866,22790.568289434443,PB,451.0,0,194915.44676002848
4233,4234,GA,1,Widowed,Employed,Bachelor,70.0,45835.85486892119,3819.6545724100993,5167.1709737842375,GA,380.0,0,194251.2570229824
4234,4235,MZ,0,Widowed,Retired,PhD,63.0,91207.1529637809,7600.596080315075,17362.14588913427,MZ,316.0,0,195523.7011091345
4235,4236,NL,1,Single,Unemployed,High School,69.0,80941.01189800282,6745.084324833568,14282.303569400849,NL,369.0,0,284934.69160181563
4236,4237,JH,0,Widowed,Retired,PhD,31.0,53135.78454380592,4427.98204531716,6627.156908761183,JH,811.0,0,175310.3129319274
4237,4238,GA,0,Single,Unemployed,Bachelor,53.0,59936.72469618486,4994.7270580154045,7987.344939236972,GA,537.0,0,160840.89616235223
4238,4239,WB,0,Divorced,Employed,Master,29.0,41462.16254619879,3455.180212183232,4292.432509239758,WB,714.0,0,201074.8616695543
4239,4240,MP,1,Divorced,Self-Employed,High School,34.0,50308.05246678578,4192.337705565482,6061.610493357157,MP,356.0,0,252144.183050994
4240,4241,GA,1,Divorced,Self-Employed,High School,56.0,53007.97506715798,4417.3312555964985,6601.595013431596,GA,703.0,0,429098.58537723054
4241,4242,KL,1,Married,Unemployed,High School,26.0,62841.36355818821,5236.780296515684,8852.409067456463,KL,-1.0,1,339669.10482146754
4242,4243,MH,1,Single,Unemployed,High School,52.0,34571.757732466875,2880.979811038906,7983.148454689412,MH,429.0,0,219736.2549054148
4243,4244,MZ,0,Divorced,Retired,PhD,77.0,65606.72406605326,5467.227005504438,9682.017219815976,MZ,349.0,0,159004.39944191003
4244,4245,SK,0,Divorced,Employed,High School,30.0,57374.36841666033,4781.197368055027,7474.873683332065,SK,769.0,0,193143.84625947475
4245,4246,UK,1,Divorced,Retired,Master,32.0,67165.94041823098,5597.161701519249,10149.782125469294,UK,784.0,0,146248.40358946
4246,4247,WB,1,Divorced,Employed,High School,35.0,59935.80079297256,5820.9599633665375,10955.455868119534,WB,797.0,0,217340.2055642313
4247,4248,TR,1,Single,Employed,Bachelor,68.0,55933.16201059587,4661.096834216322,7186.632402119175,TR,631.0,0,442695.1039730998
4248,4249,HR,1,Single,Self-Employed,Bachelor,50.0,68787.55998404315,5732.296665336929,10636.267995212946,HR,444.0,0,248875.9644893976
4249,4250,UP,0,Married,Employed,Master,23.0,58430.82909433323,4869.235757861103,7686.165818866647,UP,505.0,0,42634.46039072814
4250,4251,CG,1,Divorced,Unemployed,High School,76.0,73382.51380970518,6115.2094841420985,12014.754142911555,CG,389.0,0,129992.78185672664
4251,4252,BR,0,Widowed,Employed,PhD,44.0,65690.26469447503,5474.188724539586,9707.07940834251,BR,750.0,0,316214.7594174689
4252,4253,GA,1,Single,Employed,Master,40.0,63258.74702062875,5271.562251719062,8977.624106188625,GA,469.0,0,111841.49983586748
4253,4254,KA,1,Single,Unemployed,Master,76.0,59935.80079297256,4846.331035798901,7631.194485917364,KA,537.0,0,442695.1039730998
4254,4255,WB,1,Married,Self-Employed,Bachelor,44.0,83324.68643310023,6943.723869425019,7983.148454689412,WB,762.0,0,442695.1039730998
4255,4256,CG,1,Divorced,Self-Employed,High School,51.0,67293.3341273104,5607.777843942534,7983.148454689412,CG,-1.0,1,442695.1039730998
4256,4257,SK,1,Widowed,Employed,High School,73.0,36213.67548602522,3017.806290502101,3242.7350972050435,SK,465.0,0,442695.1039730998
4257,4258,MH,1,Married,Employed,High School,63.0,51504.88615325014,4292.073846104178,6300.977230650028,MH,719.0,0,177766.45893230013
4258,4259,JH,0,Divorced,Retired,Master,55.0,55885.47345011696,4657.122787509747,7177.094690023392,JH,-1.0,1,163139.62556681287
4259,4260,KA,0,Widowed,Unemployed,PhD,31.0,59979.7831144955,4998.315259541291,7995.9566228991,KA,486.0,0,145406.2863027529
4260,4261,AS,1,Widowed,Self-Employed,High School,53.0,63180.73232207712,5265.06102683976,8954.219696623137,AS,563.0,0,99555.41378697797
4261,4262,TN,0,Single,Retired,Master,70.0,43004.09914301739,3583.6749285847827,4600.819828603479,TN,386.0,0,135071.66258495118
4262,4263,HR,1,Widowed,Employed,Master,25.0,58776.03851253135,4898.003209377613,7755.20770250627,HR,532.0,0,340898.0619567347
4263,4264,RJ,0,Widowed,Employed,Bachelor,79.0,54345.81574941234,4528.817979117695,6869.163149882469,RJ,608.0,0,319103.14371742593
4264,4265,CG,1,Single,Retired,High School,52.0,79525.39636957127,6627.11636413094,13857.61891087138,CG,432.0,0,172552.9728632977
4265,4266,WB,0,Widowed,Employed,Master,36.0,59935.80079297256,5004.438100873866,4417.718086443407,WB,772.0,0,160440.85727096436
4266,4267,PB,1,Divorced,Unemployed,Bachelor,47.0,59687.18519985301,4973.932099987751,7937.437039970602,PB,603.0,0,291234.51487839664
4267,4268,UP,0,Divorced,Retired,Bachelor,31.0,47663.06797787172,3971.9223314893097,5532.613595574343,UP,579.0,0,151650.21194341447
4268,4269,RJ,0,Single,Employed,High School,76.0,93533.92647935628,7794.493873279689,18060.177943806884,RJ,-1.0,1,253362.13169374425
4269,4270,WB,1,Single,Retired,PhD,37.0,82619.04484776266,6884.920403980222,14785.713454328798,WB,-1.0,1,111465.29793350914
4270,4271,JH,1,Single,Unemployed,PhD,66.0,30437.55752296924,2536.463126914103,2087.5115045938483,JH,597.0,0,213507.2794310019
4271,4272,UK,1,Married,Self-Employed,Bachelor,42.0,45668.15366845672,3805.679472371393,5133.630733691343,UK,-1.0,1,162261.18773625
4272,4273,HR,1,Married,Unemployed,Bachelor,57.0,75676.61925721896,6306.38493810158,12702.985777165688,HR,-1.0,1,236715.8026585663
4273,4274,RJ,1,Widowed,Self-Employed,PhD,48.78677777777778,68231.09486477762,5685.924572064802,7983.148454689412,RJ,496.0,0,303244.5755671369
4274,4275,HP,0,Married,Retired,Master,31.0,67666.77208763365,5638.897673969471,10300.031626290096,HP,390.0,0,151567.871504453
4275,4276,WB,1,Married,Retired,Bachelor,43.0,63435.348703672615,5286.279058639385,9030.604611101784,WB,360.0,0,442695.1039730998
4276,4277,MN,1,Divorced,Unemployed,Master,55.0,77121.59793122245,6426.799827601871,13136.479379366734,MN,371.0,0,176148.42874211635
4277,4278,AP,0,Divorced,Employed,High School,40.0,74057.57887915426,6171.4649065961885,12217.273663746277,AP,-1.0,1,307000.6936177938
4278,4279,TN,0,Widowed,Retired,PhD,39.0,59935.80079297256,4564.1657904207495,6953.997897009799,TN,498.0,0,210577.58858459536
4279,4280,CG,0,Single,Employed,PhD,65.0,38413.34700131531,3201.1122501096097,3682.669400263063,CG,582.0,0,194016.45982154467
4280,4281,MN,1,Divorced,Self-Employed,Master,74.0,59935.80079297256,2464.902108210279,1957.882529852335,MN,450.0,0,292306.70357130363
4281,4282,BR,1,Divorced,Employed,Master,36.0,58134.502945732194,4844.541912144349,7626.900589146439,BR,339.0,0,241472.5677102571
4282,4283,OR,0,Divorced,Employed,Bachelor,63.0,26881.770043612312,2240.1475036343595,1688.1770043612314,OR,670.0,0,385653.45269740507
4283,4284,WB,0,Married,Employed,High School,68.0,64517.941026157365,5376.495085513114,9355.382307847209,WB,776.0,0,442695.1039730998
4284,4285,JH,1,Divorced,Self-Employed,PhD,48.78677777777778,54455.43231388662,4537.952692823885,6891.086462777324,JH,357.0,0,442695.1039730998
4285,4286,TN,0,Divorced,Retired,PhD,59.0,94990.3986563059,7915.866554692158,18497.119596891767,TN,847.0,0,89391.21095121332
4286,4287,WB,1,Single,Retired,Bachelor,36.0,66176.32690486152,5514.69390873846,9852.898071458456,WB,552.0,0,112751.0604922814
4287,4288,AR,0,Married,Unemployed,Master,26.0,59473.94676787827,4956.162230656522,7894.789353575654,AR,715.0,0,442695.1039730998
4288,4289,CG,0,Single,Unemployed,Master,45.0,30908.94504485408,2575.7454204045066,2181.789008970816,CG,538.0,0,127797.41158364066
4289,4290,NL,1,Single,Self-Employed,Master,37.0,37278.220464311926,3106.518372025994,3455.644092862385,NL,683.0,0,325266.2321126858
4290,4291,TN,0,Married,Self-Employed,High School,62.0,59935.80079297256,5004.438100873866,11679.312368237854,TN,706.0,0,442695.1039730998
4291,4292,GA,0,Married,Employed,PhD,24.0,54364.2601021968,4530.3550085164,6872.85202043936,GA,467.0,0,192595.60860031945
4292,4293,JH,1,Married,Retired,PhD,48.78677777777778,105636.763464711,8803.06362205925,7983.148454689412,JH,410.0,0,104485.75961827268
4293,4294,MN,1,Single,Unemployed,PhD,26.0,58505.0766929653,4875.423057747108,7701.01533859306,MN,731.0,0,442695.1039730998
4294,4295,TN,0,Widowed,Self-Employed,High School,48.78677777777778,63040.60104249757,5004.438100873866,8912.180312749271,TN,595.0,0,216353.20692066028
4295,4296,WB,1,Single,Unemployed,High School,77.0,36295.85433339729,5004.438100873866,7983.148454689412,WB,584.0,0,300625.28056974325
4296,4297,HP,1,Married,Retired,Bachelor,72.0,77053.76817927568,6421.1473482729725,13116.130453782702,HP,600.0,0,267517.4281486489
4297,4298,MP,1,Single,Retired,Bachelor,74.0,43337.02402651602,3611.418668876335,4667.404805303204,MP,808.0,0,442695.1039730998
4298,4299,NL,0,Widowed,Self-Employed,PhD,77.0,69439.41747439238,5786.618122866032,10831.825242317716,NL,845.0,0,209201.82698867787
4299,4300,TR,0,Widowed,Self-Employed,Bachelor,36.0,74612.27965507131,6217.689971255943,7983.148454689412,TR,389.0,0,442695.1039730998
4300,4301,GJ,0,Widowed,Employed,Bachelor,64.0,61713.47866322447,5142.789888602039,7983.148454689412,GJ,-1.0,1,442695.1039730998
4301,4302,AR,0,Divorced,Retired,PhD,69.0,59935.80079297256,7635.456403455955,7983.148454689412,AR,826.0,0,442695.1039730998
4302,4303,ML,0,Single,Unemployed,PhD,31.0,49007.3447102955,4083.945392524625,5801.4689420591,ML,370.0,0,252716.2140559066
4303,4304,UP,0,Married,Unemployed,High School,73.0,90159.72383618788,7513.310319682322,17047.91715085636,UP,653.0,0,442695.1039730998
4304,4305,AR,0,Single,Self-Employed,High School,55.0,37122.97166520177,5004.438100873866,3424.5943330403534,AR,481.0,0,442695.1039730998
4305,4306,BR,1,Widowed,Retired,PhD,70.0,74382.51285383344,6198.542737819454,12314.753856150031,BR,424.0,0,142112.6035206716
4306,4307,AR,1,Widowed,Self-Employed,Master,48.78677777777778,57436.55733675379,4786.379778062816,7487.311467350758,AR,409.0,0,206162.38549500427
4307,4308,MZ,0,Widowed,Self-Employed,High School,48.78677777777778,47253.61335996118,3937.801113330098,5450.722671992236,MZ,685.0,0,179056.8328593557
4308,4309,GA,0,Single,Self-Employed,Bachelor,57.0,30096.98252282371,2508.081876901976,7983.148454689412,GA,463.0,0,442695.1039730998
4309,4310,JH,1,Married,Retired,PhD,34.0,55307.95540949738,4608.996284124782,7061.591081899476,JH,839.0,0,119713.34498746115
4310,4311,MH,0,Divorced,Employed,Bachelor,47.0,54171.328556747314,4514.277379728943,6834.265711349463,MH,514.0,0,286032.0095436796
4311,4312,UK,0,Widowed,Employed,Bachelor,26.0,63112.31201318026,5259.359334431688,8933.693603954078,UK,402.0,0,442695.1039730998
4312,4313,MN,0,Married,Self-Employed,High School,50.0,73046.6695735933,6087.222464466109,11914.000872077992,MN,-1.0,1,197841.7907196187
4313,4314,RJ,1,Widowed,Employed,PhD,73.0,45447.608884103785,5004.438100873866,5089.521776820757,RJ,464.0,0,300018.3616209711
4314,4315,KL,1,Widowed,Unemployed,High School,69.0,91648.8182610708,7637.4015217559,17494.64547832124,KL,343.0,0,195065.8848770586
4315,4316,OR,1,Single,Unemployed,High School,42.0,50306.37517849887,4192.197931541573,6061.275035699775,OR,439.0,0,442695.1039730998
4316,4317,KA,0,Divorced,Self-Employed,High School,31.0,70839.4916224932,5903.2909685411,11251.847486747958,KA,331.0,0,197045.231117341
4317,4318,AP,1,Widowed,Employed,Bachelor,28.0,61623.01289873911,5135.251074894925,8486.903869621732,AP,-1.0,1,442695.1039730998
4318,4319,TR,1,Divorced,Employed,High School,70.0,56423.22515419952,4701.935429516627,7284.645030839904,TR,842.0,0,451307.69395250734
4319,4320,HR,0,Widowed,Self-Employed,Master,52.0,60721.02928077058,5060.085773397548,8216.308784231172,HR,829.0,0,442695.1039730998
4320,4321,SK,0,Single,Employed,PhD,58.0,43074.82467292913,3589.568722744094,4614.964934585825,SK,712.0,0,244062.40734734305
4321,4322,GA,0,Widowed,Unemployed,Master,76.0,53023.80961369623,4418.6508011413525,6604.761922739245,GA,831.0,0,242343.78640555157
4322,4323,KL,0,Married,Unemployed,High School,31.0,35884.4054406693,2990.367120055776,3176.8810881338604,KL,330.0,0,442695.1039730998
4323,4324,PB,1,Divorced,Retired,PhD,47.0,50113.13394983514,4176.094495819595,6022.626789967029,PB,-1.0,1,194198.80155392012
4324,4325,ML,1,Married,Unemployed,Master,58.0,59935.80079297256,4299.999609473092,7983.148454689412,ML,523.0,0,442695.1039730998
4325,4326,NL,0,Single,Unemployed,High School,21.0,75213.98452988418,6267.832044157015,12564.195358965257,NL,802.0,0,171118.99577205168
4326,4327,KL,0,Married,Self-Employed,PhD,76.0,54025.346519753,5004.438100873866,6805.0693039506,KL,808.0,0,442695.1039730998
4327,4328,PB,0,Married,Employed,Master,21.0,51934.5307727273,4327.877564393942,6386.906154545461,PB,348.0,0,267469.285383758
4328,4329,AR,0,Married,Employed,PhD,45.0,59935.80079297256,5330.060249981059,9188.216899931813,AR,662.0,0,442695.1039730998
4329,4330,GJ,0,Divorced,Retired,PhD,48.78677777777778,63255.34696780613,5271.278913983844,8976.60409034184,GJ,314.0,0,442695.1039730998
4330,4331,HP,1,Single,Unemployed,High School,19.0,49361.267916330806,4113.438993027567,5872.2535832661615,HP,645.0,0,138372.83893189495
4331,4332,NL,0,Widowed,Employed,High School,58.0,67096.11106533837,5591.342588778197,10128.83331960151,NL,767.0,0,213649.37403529955
4332,4333,HP,1,Divorced,Unemployed,High School,78.0,56784.35044179502,4732.029203482918,7356.870088359004,HP,792.0,0,247585.6213558489
4333,4334,TR,0,Divorced,Self-Employed,PhD,63.0,49332.06058820988,4111.00504901749,5866.412117641976,TR,538.0,0,442695.1039730998
4334,4335,HR,1,Single,Self-Employed,Bachelor,39.0,51081.38104309811,4256.781753591509,6216.276208619623,HR,-1.0,1,209227.22836310795
4335,4336,AP,0,Divorced,Self-Employed,Master,58.0,77088.31240833498,5004.438100873866,13126.493722500494,AP,532.0,0,442695.1039730998
4336,4337,CG,0,Widowed,Retired,Master,73.0,51622.29612132796,4301.858010110664,6324.459224265593,CG,745.0,0,442695.1039730998
4337,4338,ML,1,Divorced,Unemployed,PhD,72.0,64700.25605711058,5391.688004759215,9410.076817133173,ML,470.0,0,103915.0252556301
4338,4339,MH,1,Married,Retired,High School,33.0,36916.79524115166,3076.399603429305,3383.359048230332,MH,833.0,0,199384.6152033646
4339,4340,UP,1,Divorced,Unemployed,Bachelor,46.0,59935.80079297256,6672.95749758839,14022.646991318205,UP,572.0,0,283550.71701827215
4340,4341,MP,1,Single,Self-Employed,PhD,48.78677777777778,49506.10306514717,4125.508588762264,5901.2206130294335,MP,324.0,0,442695.1039730998
4341,4342,KA,1,Single,Employed,PhD,66.0,59935.80079297256,5600.434245115831,10161.563282416992,KA,545.0,0,176711.0177862773
4342,4343,PB,1,Divorced,Employed,Bachelor,65.0,59935.80079297256,4622.647807995355,7094.354739188851,PB,848.0,0,230507.67505304047
4343,4344,TN,1,Divorced,Retired,PhD,47.0,66999.01484026425,5583.251236688688,10099.704452079275,TN,773.0,0,181797.22765812743
4344,4345,MP,1,Married,Retired,PhD,29.0,67981.92396656447,5665.160330547039,10394.57718996934,MP,612.0,0,442695.1039730998
4345,4346,UK,0,Divorced,Employed,PhD,52.0,57396.06131621811,4783.005109684843,7479.212263243622,UK,-1.0,1,207928.35049619543
4346,4347,MN,0,Widowed,Unemployed,Bachelor,28.0,26412.63813070315,2201.053177558596,1641.263813070315,MN,654.0,0,442695.1039730998
4347,4348,TS,0,Married,Unemployed,Bachelor,63.0,79638.27196934834,6636.522664112361,13891.481590804502,TS,758.0,0,212139.5856575222
4348,4349,UP,1,Widowed,Retired,PhD,67.0,57481.75207858496,4790.146006548746,7496.350415716992,UP,-1.0,1,169691.09817125415
4349,4350,UK,1,Married,Unemployed,Master,38.0,66624.1081291332,5552.0090107611,9987.23243873996,UK,357.0,0,207120.4572998804
4350,4351,ML,0,Widowed,Retired,Bachelor,38.0,72450.93641834884,6037.578034862403,7983.148454689412,ML,471.0,0,287544.63917116297
4351,4352,MP,1,Widowed,Retired,Master,22.0,51770.86535142547,4314.238779285456,6354.173070285094,MP,629.0,0,186838.45484304227
4352,4353,HR,0,Widowed,Employed,PhD,65.0,69308.43821888033,5775.703184906693,10792.5314656641,HR,572.0,0,442695.1039730998
4353,4354,NL,1,Widowed,Self-Employed,High School,37.0,46543.16230576368,3878.5968588136393,5308.632461152735,NL,-1.0,1,442695.1039730998
4354,4355,OR,1,Divorced,Retired,High School,54.0,66975.77141661386,5581.314284717822,10092.731424984158,OR,445.0,0,14594.410607324013
4355,4356,UP,1,Divorced,Employed,High School,20.0,60354.64974260167,5029.554145216806,8106.394922780501,UP,736.0,0,241277.9968973105
4356,4357,MN,1,Single,Self-Employed,PhD,61.0,52395.08741699178,4366.257284749315,6479.0174833983565,MN,574.0,0,110313.67761888016
4357,4358,JH,0,Divorced,Self-Employed,Bachelor,50.0,59935.80079297256,5070.488255469497,8253.75771969019,JH,634.0,0,442695.1039730998
4358,4359,TN,0,Single,Unemployed,Master,70.0,41006.51747886927,3417.209789905772,4201.303495773854,TN,599.0,0,442695.1039730998
4359,4360,BR,0,Widowed,Employed,Master,48.78677777777778,65562.71869813015,5463.559891510846,9668.815609439043,BR,-1.0,1,193184.2739039039
4360,4361,GA,1,Married,Retired,Bachelor,26.0,67430.79742241075,5619.233118534228,7983.148454689412,GA,848.0,0,213587.92993525183
4361,4362,HR,0,Married,Self-Employed,Master,78.0,66221.52251827405,5518.460209856172,7983.148454689412,HR,357.0,0,160442.86350571216
4362,4363,TS,0,Divorced,Retired,PhD,26.0,87039.07489573769,7253.256241311474,16111.722468721307,TS,567.0,0,442695.1039730998
4363,4364,GJ,0,Widowed,Unemployed,Bachelor,48.78677777777778,58290.47314610971,4857.539428842476,7658.094629221942,GJ,331.0,0,65325.25256001155
4364,4365,KL,0,Single,Unemployed,Bachelor,52.0,59935.80079297256,4960.815991808143,7905.958380339543,KL,709.0,0,442695.1039730998
4365,4366,NL,0,Single,Employed,Bachelor,48.78677777777778,59935.80079297256,3244.5958983174505,3787.030155961882,NL,730.0,0,148924.4253727222
4366,4367,NL,0,Single,Unemployed,Master,51.0,88304.4508477723,7358.704237314358,16491.335254331687,NL,521.0,0,207084.3972880968
4367,4368,OR,1,Married,Employed,Bachelor,41.0,33033.41888757888,2752.78490729824,2606.6837775157765,OR,350.0,0,190368.33598418973
4368,4369,BR,1,Single,Unemployed,Bachelor,49.0,64114.1449205978,5342.845410049817,7983.148454689412,BR,761.0,0,442695.1039730998
4369,4370,AP,1,Married,Employed,High School,18.0,48933.940673245466,4077.8283894371225,7983.148454689412,AP,758.0,0,164211.95769824542
4370,4371,CG,1,Widowed,Unemployed,High School,48.78677777777778,61121.6990281435,5093.474919011958,8336.509708443049,CG,577.0,0,221882.75137605812
4371,4372,GJ,0,Married,Self-Employed,Bachelor,62.0,36454.93310172135,5004.438100873866,3290.98662034427,GJ,752.0,0,333380.5611857566
4372,4373,WB,0,Widowed,Retired,Bachelor,40.0,76049.9424558758,6337.495204656318,12814.98273676274,WB,339.0,0,442695.1039730998
4373,4374,UP,1,Divorced,Retired,High School,64.0,42806.76723060828,5004.438100873866,4561.353446121657,UP,464.0,0,243251.5901229701
4374,4375,KA,0,Divorced,Retired,PhD,57.0,80992.55603579077,6749.37966964923,14297.76681073723,KA,546.0,0,325189.7365685784
4375,4376,RJ,0,Married,Employed,High School,29.0,59935.80079297256,3608.584322215565,4660.602373317355,RJ,637.0,0,232205.2297784552
4376,4377,TN,0,Divorced,Self-Employed,PhD,71.0,77553.8235438793,6462.818628656609,7983.148454689412,TN,823.0,0,442695.1039730998
4377,4378,RJ,1,Divorced,Employed,PhD,29.0,45042.63222499774,3753.552685416478,5008.526444999548,RJ,704.0,0,442695.1039730998
4378,4379,KA,0,Widowed,Employed,Master,63.0,48937.02519722686,4078.0854331022383,5787.405039445372,KA,339.0,0,442695.1039730998
4379,4380,JH,1,Widowed,Employed,PhD,64.0,59935.80079297256,4997.23086745382,7993.354081889168,JH,-1.0,1,228167.3711699879
4380,4381,TS,1,Married,Unemployed,Master,32.0,44737.31933729192,5004.438100873866,4947.463867458384,TS,-1.0,1,342127.4487826945
4381,4382,GJ,0,Married,Self-Employed,High School,48.78677777777778,44207.23587755926,5004.438100873866,4841.447175511852,GJ,602.0,0,442695.1039730998
4382,4383,ML,1,Single,Unemployed,PhD,36.0,44945.856546026014,3745.488045502168,4989.171309205203,ML,559.0,0,442695.1039730998
4383,4384,AP,1,Single,Employed,PhD,43.0,65739.40052290693,5478.283376908911,9721.82015687208,AP,731.0,0,291976.72190534364
4384,4385,UK,1,Divorced,Self-Employed,Master,69.0,59991.910823719285,4999.325901976607,7998.382164743857,UK,612.0,0,277250.74136392295
4385,4386,AP,1,Divorced,Retired,Master,46.0,60947.36210208561,5078.946841840468,8284.208630625682,AP,541.0,0,108105.4421019957
4386,4387,KL,1,Widowed,Self-Employed,PhD,39.0,54156.608621504216,4513.050718458685,6831.321724300843,KL,827.0,0,127609.43810063238
4387,4388,ML,0,Married,Employed,Master,57.0,69876.59819749204,5823.049849791004,10962.979459247614,ML,-1.0,1,250002.270397742
4388,4389,CG,0,Single,Unemployed,PhD,38.0,59935.80079297256,6575.087046680934,13670.31336805136,CG,610.0,0,442695.1039730998
4389,4390,MH,1,Single,Self-Employed,Bachelor,68.0,70361.10715562207,5863.42559630184,11108.332146686622,MH,445.0,0,79560.22256248763
4390,4391,NL,1,Married,Self-Employed,High School,55.0,56238.51207751208,4686.542673126006,7247.702415502415,NL,450.0,0,442695.1039730998
4391,4392,HP,1,Married,Self-Employed,Master,37.0,38025.86849386215,3168.822374488512,3605.173698772429,HP,762.0,0,295210.16817347927
4392,4393,AR,1,Married,Retired,High School,74.0,24412.547405686597,5004.438100873866,1441.2547405686594,AR,310.0,0,442695.1039730998
4393,4394,KL,1,Single,Retired,Bachelor,46.0,58832.432693284296,4902.702724440358,7766.48653865686,KL,726.0,0,442695.1039730998
4394,4395,TR,1,Widowed,Unemployed,PhD,68.0,24122.55456795206,2010.2128806626715,1412.255456795206,TR,600.0,0,130663.18752189292
4395,4396,JH,1,Married,Self-Employed,Master,21.0,56412.5039999597,4701.041999996642,7282.50079999194,JH,338.0,0,138567.94200505526
4396,4397,AR,0,Divorced,Retired,PhD,72.0,85247.21757851829,7103.934798209857,15574.165273555487,AR,-1.0,1,442695.1039730998
4397,4398,MN,1,Single,Employed,PhD,24.0,39237.539088638245,3269.794924053187,3847.507817727649,MN,451.0,0,442695.1039730998
4398,4399,BR,0,Widowed,Unemployed,Bachelor,45.0,59935.80079297256,3070.839577979133,3370.0149871499207,BR,591.0,0,91617.00541600166
4399,4400,OR,0,Married,Employed,PhD,45.0,71464.81612945601,5955.401344121334,7983.148454689412,OR,815.0,0,442695.1039730998
4400,4401,SK,1,Divorced,Self-Employed,Bachelor,21.0,9496.654452776493,791.3878710647077,0.0,SK,647.0,0,117937.40625831744
4401,4402,BR,0,Single,Employed,Master,39.0,66872.5465271181,5572.712210593175,10061.76395813543,BR,561.0,0,259581.12708340184
